LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1045,Jul,4,22:57:01,calvisitor-10-105-162-105,locationd,82,,"['NETWORK', ':', 'no', 'response', 'from', 'server', ',', 'reachability', ',', '<*>', ',', 'queryRetries', ',', '<*>']",32a2d161,"NETWORK : no response from server , reachability , <*> , queryRetries , <*>"
1046,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,"['Apple', '<*>', 'nderboltNHIType2', ':', ':', 'waitForOk2Go2Sx', '-', 'retries', '=', '<*>']",cace134e,Apple <*> nderboltNHIType2 : : waitForOk2Go2Sx - retries = <*>
1047,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,"['[', '<*>', ']', '[Refusing', 'to', 'parse', 'response', 'to', 'PROPPATCH', 'because', 'of', 'content-type', ':', '[text/html', ';', 'charset', '=', 'UTF-8].]']",008e2106,[ <*> ] [Refusing to parse response to PROPPATCH because of content-type : [text/html ; charset = UTF-8].]
1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"['PM', 'response', 'took', '<*>', 'ms', '(24144', ',', 'WeChat)']",80350385,"PM response took <*> ms <*> , <*>"
1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"['device_generate_lock_screen_screenshot', ':', 'authw', '0x7fa824145a00(2000)[0', ',', '<*>', ',', '<*>', ',', '900]', 'shield', '0x7fa825dafc00(2001)', ',', 'dev', '[1440', ',', '900]']",e2e47dba,"device_generate_lock_screen_screenshot : authw <*> , <*> , <*> , <*> shield <*> , dev [1440 , 900]"
1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()', 'failed', 'path', ':', '/var/run/mDNSResponder', 'Socket', ':', '<*>', 'Err', ':', '-1', 'Errno', ':', '<*>', 'Operation', 'not', 'permitted']",6bf65ed1,dnssd_clientstub ConnectToServer : connect() failed path : /var/run/mDNSResponder Socket : <*> Err : -1 Errno : <*> Operation not permitted
1052,Jul,4,23:13:35,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35394,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()', 'failed', 'path', ':', '/var/run/mDNSResponder', 'Socket', ':', '<*>', 'Err', ':', '-1', 'Errno', ':', '<*>', 'Operation', 'not', 'permitted']",6bf65ed1,dnssd_clientstub ConnectToServer : connect() failed path : /var/run/mDNSResponder Socket : <*> Err : -1 Errno : <*> Operation not permitted
1053,Jul,4,23:14:37,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35400,"['Path', 'not', 'allowed', 'in', 'target', 'domain', ':', 'type', '=', 'pid', ',', 'path', '=', '/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/', '<*>', '/Contents/MacOS/', '<*>', 'error', '=', '<*>', ':', 'The', 'specified', 'service', 'did', 'not', 'ship', 'in', 'the', ""requestor's"", 'bundle', ',', 'origin', '=', '/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/', '<*>']",b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
1054,Jul,4,23:16:14,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35412,"['Path', 'not', 'allowed', 'in', 'target', 'domain', ':', 'type', '=', 'pid', ',', 'path', '=', '/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/', '<*>', '/Contents/MacOS/', '<*>', 'error', '=', '<*>', ':', 'The', 'specified', 'service', 'did', 'not', 'ship', 'in', 'the', ""requestor's"", 'bundle', ',', 'origin', '=', '/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/', '<*>']",b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
1055,Jul,4,23:17:17,calvisitor-10-105-162-105,Safari,9852,,"['KeychainGetICDPStatus', ':', 'status', ':', 'off']",fca44f7c,KeychainGetICDPStatus : status : off
1056,Jul,4,23:20:18,calvisitor-10-105-162-105,QQ,10018,,"['FA||Url||taskID[2019353517]', 'dealloc']",a507ad97,<*> dealloc
1057,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00660011'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1058,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0067000f'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1059,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00670033'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1060,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x03600009'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1061,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0360001f'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1062,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x03f20026'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1063,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x009a0005'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1064,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00990013'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1065,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00690003'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1066,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006a0061'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1067,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006a00a6'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1068,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006a00a7'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1069,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006a00b2'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1070,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006d0002'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1071,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00b20001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1072,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x03ef000d'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1073,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00b8fffe'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1074,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00bb0001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1075,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00bc0007'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1076,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00c1000a'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1077,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00c40027'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1078,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00c5000c'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1079,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00e80002'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1080,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x03eb0001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1081,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x006f0001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1082,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x00730020'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1083,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x007c000c'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1084,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x007c0018'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1085,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x007d000e'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1086,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x008b036a'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1087,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x008b6fb5'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1088,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x008b0360'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1089,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x008bdeaa'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1090,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x008bdeb0'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1091,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x01f60001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1092,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x01f90004'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1093,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02080000'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1094,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02100004'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1095,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02120000'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1096,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02120002'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1097,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x023b0003'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1098,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x023d0001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1099,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02410003'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1100,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02420002'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1101,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02420006'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1102,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02470032'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1103,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02470045'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1104,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0247ffe9'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1105,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0249002a'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1106,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x024a00b2'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1107,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x025c0009'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1108,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0261fffd'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1109,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02640011'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1110,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0268000a'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1111,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02720002'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1112,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02740004'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1113,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02cc0000'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1114,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02d10001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1115,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02770011'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1116,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02780026'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1117,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x027b0006'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1118,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x027e0001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1119,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02801000'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1120,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02950006'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1121,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x0295001d'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1122,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x029f0014'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1123,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x029f003a'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1124,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02a60001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1125,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02b60001'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1126,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02b70006'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1127,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['Cocoa', 'scripting', 'error', 'for', ""'0x02cb000d'"", ':', 'four', 'character', 'codes', 'must', 'be', 'four', 'characters', 'long.']",67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.
1128,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,"['.sdef', 'warning', 'for', 'argument', ""''"", 'of', 'command', ""'can"", 'continue', 'previous', ""list'"", 'in', 'suite', ""'Microsoft"", 'Word', ""Suite'"", ':', ""'4023'"", 'is', 'not', 'a', 'valid', 'type', 'name.']",031fc000,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite' : '4023' is not a valid type name.
1129,Jul,4,23:25:29,calvisitor-10-105-162-105,WeChat,24144,,['jemmytest'],b55176d9,jemmytest
1130,Jul,4,23:30:23,calvisitor-10-105-162-105,QQ,10018,,"['FA||Url||taskID[2019353519]', 'dealloc']",a507ad97,<*> dealloc
1131,Jul,4,23:31:49,calvisitor-10-105-162-105,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
1132,Jul,4,23:49:42,calvisitor-10-105-162-105,iconservicesagent,328,,"['-[ISGenerateImageOp', 'generateImageWithCompletion', ':', ']', 'Failed', 'to', 'composit', 'image', 'for', 'descriptor', '<ISBindingImageDescriptor', ':', '0x7f9950712080>.']",fab681a7,-[ISGenerateImageOp generateImageWithCompletion : ] Failed to composit image for descriptor <ISBindingImageDescriptor : <*>
